--------- beginning of main
08-30 09:45:07.122 16573 16618 I Unity   : UnityEngine.DebugLogHandler:Internal_Log(LogType, LogOption, String, Object)
08-30 09:45:07.122 16573 16618 I Unity   : DeNelle.Core.Catalog.CatalogRegistry:Register(CatalogEntry)
08-30 09:45:07.122 16573 16618 I Unity   : DeNelle.Village.CatalogBootstrap:ParseAndRegister(String, String, Int32&)
08-30 09:45:07.122 16573 16618 I Unity   : DeNelle.Village.CatalogBootstrap:Register()
08-30 09:45:07.122 16573 16618 I Unity   : 
08-30 09:45:07.122 16573 16618 I Unity   : [Flow:Catalog] registered id='mill' (type=Resource); total=14.
08-30 09:45:07.122 16573 16618 I Unity   : UnityEngine.DebugLogHandler:Internal_Log(LogType, LogOption, String, Object)
08-30 09:45:07.122 16573 16618 I Unity   : DeNelle.Core.Catalog.CatalogRegistry:Register(CatalogEntry)
08-30 09:45:07.122 16573 16618 I Unity   : DeNelle.Village.CatalogBootstrap:ParseAndRegister(String, String, Int32&)
08-30 09:45:07.122 16573 16618 I Unity   : DeNelle.Village.CatalogBootstrap:Register()
08-30 09:45:07.122 16573 16618 I Unity   : 
08-30 09:45:07.122 16573 16618 I Unity   : [Flow:Catalog] registered id='lumbermill' (type=Resource); total=15.
08-30 09:45:07.122 16573 16618 I Unity   : UnityEngine.DebugLogHandler:Internal_Log(LogType, LogOption, String, Object)
08-30 09:45:07.122 16573 16618 I Unity   : DeNelle.Core.Catalog.CatalogRegistry:Register(CatalogEntry)
08-30 09:45:07.122 16573 16618 I Unity   : DeNelle.Village.CatalogBootstrap:ParseAndRegister(String, String, Int32&)
